,number of features selected,Coefficient,StdErr,R2,MSE
104,1904,2.4737088956442756e-18,4.077579414655588e-18,0.21413138590067504,0.04349451446025928
105,1904,-6.700163291355662e-19,2.854394186023738e-18,0.21413138590067504,0.04349451446025928
106,1904,-1.2357853355370121e-18,5.0017095792818284e-18,0.21413138590067504,0.04349451446025928
107,1904,3.228936917570168e-18,4.76059163569115e-18,0.21413138590067504,0.04349451446025928
108,1904,-0.01853605476549535,0.010093565195447162,0.21413138590067504,0.04349451446025928
109,1904,1.5398224955981208e-18,2.486424678532007e-18,0.21413138590067504,0.04349451446025928
110,1904,2.0075283957170673e-30,8.226953768522802e-31,0.21413138590067504,0.04349451446025928
111,1904,-2.373539781388937e-28,1.8761228487984156e-28,0.21413138590067504,0.04349451446025928
112,1904,1.5783324373211703e-28,1.259895248069813e-28,0.21413138590067504,0.04349451446025928
113,1904,4.813414366331921e-28,3.817447912796611e-28,0.21413138590067504,0.04349451446025928
114,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
115,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
116,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
117,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
118,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
119,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
120,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
121,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
122,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
123,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
124,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
125,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
126,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
127,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
128,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
129,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
130,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
131,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
132,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
133,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
134,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
135,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
136,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
137,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
138,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
139,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
140,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
141,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
142,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
143,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
144,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
145,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
146,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
147,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
148,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
149,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
150,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
151,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
152,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
153,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
154,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
155,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
156,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
157,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
158,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
159,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
160,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
161,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
162,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
163,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
164,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
165,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
166,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
167,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
168,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
169,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
170,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
171,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
172,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
173,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
174,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
175,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
176,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
177,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
178,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
179,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
180,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
181,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
182,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
183,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
184,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
185,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
186,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
187,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
188,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
189,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
190,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
191,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
192,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
193,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
194,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
195,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
196,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
197,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
198,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
199,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
200,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
201,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
202,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
203,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
204,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
205,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
206,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
207,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
208,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
209,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
210,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
211,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
212,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
213,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
214,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
215,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
216,1904,2.906566804950764e-05,2.743171277321381e-05,0.21413138590067504,0.04349451446025928
217,1904,0.004906118976485878,0.003987056924225959,0.21413138590067504,0.04349451446025928
218,1904,-0.00036658461482802057,0.0030871613681954,0.21413138590067504,0.04349451446025928
219,1904,0.00017128521622097095,0.003558393613345192,0.21413138590067504,0.04349451446025928
220,1904,-0.0032752993282306863,0.002426473745438431,0.21413138590067504,0.04349451446025928
221,1904,-0.0012347413579498851,0.003300762448839267,0.21413138590067504,0.04349451446025928
222,1904,0.004148902099362735,0.004686652683581534,0.21413138590067504,0.04349451446025928
223,1904,0.0021911860885274587,0.006767794411549751,0.21413138590067504,0.04349451446025928
224,1904,-0.003830217443693705,0.006940332473432271,0.21413138590067504,0.04349451446025928
225,1904,0.004600873866923306,0.00502080796664872,0.21413138590067504,0.04349451446025928
226,1904,0.0069999383947855175,0.006316296406292416,0.21413138590067504,0.04349451446025928
227,1904,-9.804001289809298e-05,0.0004927197971231046,0.21413138590067504,0.04349451446025928
228,1904,0.0007304818217092504,0.007365428203014292,0.21413138590067504,0.04349451446025928
229,1904,0.0035435883864835837,0.004453898294553173,0.21413138590067504,0.04349451446025928
230,1904,0.0022215329184010393,0.000940434520698136,0.21413138590067504,0.04349451446025928
231,1904,-0.0005356699589868475,0.0035381453776777943,0.21413138590067504,0.04349451446025928
232,1904,0.0018504669918807833,0.004994231302096687,0.21413138590067504,0.04349451446025928
233,1904,-0.0047095519501293695,0.0025923526305044976,0.21413138590067504,0.04349451446025928
234,1904,0.002215082947753351,0.0018494411202356967,0.21413138590067504,0.04349451446025928
235,1904,-0.006144901819114151,0.007053676916982518,0.21413138590067504,0.04349451446025928
236,1904,-0.0020794452644704356,0.008604434858856652,0.21413138590067504,0.04349451446025928
237,1904,0.0004404507983492716,0.00736151207658455,0.21413138590067504,0.04349451446025928
238,1904,0.00029965552721533916,0.0012431815902712044,0.21413138590067504,0.04349451446025928
239,1904,-0.0007476539735228103,0.0009845910692399004,0.21413138590067504,0.04349451446025928
240,1904,-9.264723705442346e-05,0.0009018992033888494,0.21413138590067504,0.04349451446025928
241,1904,0.0011111175496074952,0.00096503602839516,0.21413138590067504,0.04349451446025928
242,1904,-0.0009972730006397043,0.0012356612880257327,0.21413138590067504,0.04349451446025928
243,1904,-0.0010308397467613949,0.006371716094485332,0.21413138590067504,0.04349451446025928
244,1904,0.005429740204458774,0.0030506865833324474,0.21413138590067504,0.04349451446025928
245,1904,0.00036082811793131423,0.0032281118076651384,0.21413138590067504,0.04349451446025928
246,1904,-0.0028630801631684562,0.004473043011330268,0.21413138590067504,0.04349451446025928
247,1904,0.0037360057846302372,0.0038154789743605213,0.21413138590067504,0.04349451446025928
248,1904,0.0005595985093931119,0.0020895897272798767,0.21413138590067504,0.04349451446025928
249,1904,0.004659592639873862,0.004069902434063505,0.21413138590067504,0.04349451446025928
250,1904,0.0021078547294185123,0.0015756250989164766,0.21413138590067504,0.04349451446025928
251,1904,0.0005478958752916587,0.0020194087661940183,0.21413138590067504,0.04349451446025928
252,1904,-0.002151589103999979,0.002655225143229755,0.21413138590067504,0.04349451446025928
253,1904,-0.0045598985093242925,0.004247654975090318,0.21413138590067504,0.04349451446025928
254,1904,-0.00368799990956393,0.006167929648348962,0.21413138590067504,0.04349451446025928
255,1904,-0.0025920135289338947,0.003398977183977668,0.21413138590067504,0.04349451446025928
256,1904,-0.013832514536770485,0.007433849895453531,0.21413138590067504,0.04349451446025928
257,1904,0.021892540616623723,0.011621933456937199,0.21413138590067504,0.04349451446025928
258,1904,-0.008623726695719685,0.007110327421452163,0.21413138590067504,0.04349451446025928
259,1904,-0.00017021918087232294,0.006875559016988918,0.21413138590067504,0.04349451446025928
260,1904,0.00035961953586543524,0.006980331536259417,0.21413138590067504,0.04349451446025928
261,1904,0.00013722646964874733,0.0023964145658078723,0.21413138590067504,0.04349451446025928
262,1904,0.0007464094122541468,0.002141422947824799,0.21413138590067504,0.04349451446025928
263,1904,-0.0020022792185918686,0.002381847063050664,0.21413138590067504,0.04349451446025928
264,1904,0.0008173188666387838,0.002739530410504535,0.21413138590067504,0.04349451446025928
265,1904,-0.0011508445630601266,0.004542258970477088,0.21413138590067504,0.04349451446025928
266,1904,-0.0012185055378216918,0.0024844331225933923,0.21413138590067504,0.04349451446025928
267,1904,0.0003533325472299104,0.004998350143204121,0.21413138590067504,0.04349451446025928
268,1904,0.0011926051187456136,0.0020854453548879996,0.21413138590067504,0.04349451446025928
269,1904,0.00035340049412994564,0.0030976576147593088,0.21413138590067504,0.04349451446025928
270,1904,0.004165146149910204,0.0033983982350079536,0.21413138590067504,0.04349451446025928
271,1904,-0.006343256173684777,0.002766118153296903,0.21413138590067504,0.04349451446025928
272,1904,0.002558603688195014,0.006135697796785646,0.21413138590067504,0.04349451446025928
273,1904,-0.004179727556092879,0.009923776199972116,0.21413138590067504,0.04349451446025928
274,1904,-0.009901720597721625,0.010690960566453092,0.21413138590067504,0.04349451446025928
275,1904,0.012468237124946302,0.009167649961007317,0.21413138590067504,0.04349451446025928
276,1904,0.0035100245063252717,0.003870950555298579,0.21413138590067504,0.04349451446025928
277,1904,0.00658465538597502,0.0038520626320802495,0.21413138590067504,0.04349451446025928
278,1904,0.008784808393435765,0.007992548945353619,0.21413138590067504,0.04349451446025928
279,1904,-0.00941259180202341,0.00820738690291992,0.21413138590067504,0.04349451446025928
280,1904,0.010374824364686652,0.008996137934666165,0.21413138590067504,0.04349451446025928
281,1904,-0.0006899198259944835,0.005873397119215074,0.21413138590067504,0.04349451446025928
282,1904,-0.0041481309118067645,0.0034845399465793466,0.21413138590067504,0.04349451446025928
283,1904,-0.00718829129986518,0.009275975965818195,0.21413138590067504,0.04349451446025928
284,1904,-0.002773167619983073,0.004296753537144104,0.21413138590067504,0.04349451446025928
285,1904,-0.0008716225324995009,0.0032035074777749984,0.21413138590067504,0.04349451446025928
286,1904,-0.0008880112446167873,0.0010044088187085873,0.21413138590067504,0.04349451446025928
287,1904,-0.00399904501019885,0.004196615199471755,0.21413138590067504,0.04349451446025928
288,1904,7.614341481617774e-06,0.0015551376757040455,0.21413138590067504,0.04349451446025928
289,1904,0.0035833549272650165,0.009520995516452158,0.21413138590067504,0.04349451446025928
290,1904,0.0018439426941128606,0.0011241064155737726,0.21413138590067504,0.04349451446025928
291,1904,0.00013011235479062127,0.0012374444072089793,0.21413138590067504,0.04349451446025928
292,1904,0.002136900319018246,0.001477917315349458,0.21413138590067504,0.04349451446025928
293,1904,0.001787150370486862,0.0018227319877646786,0.21413138590067504,0.04349451446025928
294,1904,0.0009275479736645219,0.0010226228478336641,0.21413138590067504,0.04349451446025928
295,1904,0.0042331599241121984,0.008575144985086644,0.21413138590067504,0.04349451446025928
296,1904,-0.012777452739244338,0.011468213525539091,0.21413138590067504,0.04349451446025928
297,1904,0.011756887805142016,0.0074304236051739615,0.21413138590067504,0.04349451446025928
298,1904,0.004169284443465698,0.0037410677912802217,0.21413138590067504,0.04349451446025928
299,1904,0.00302118464143383,0.007633360962620868,0.21413138590067504,0.04349451446025928
300,1904,-0.007684802652352999,0.004637008800534238,0.21413138590067504,0.04349451446025928
301,1904,0.006459176807698436,0.006073864289236966,0.21413138590067504,0.04349451446025928
302,1904,0.0022747612863156462,0.0016724635397865487,0.21413138590067504,0.04349451446025928
303,1904,-0.0007915797740104903,0.0018294543143935356,0.21413138590067504,0.04349451446025928
304,1904,-0.0008427201191456372,0.0012672610854891353,0.21413138590067504,0.04349451446025928
305,1904,0.00010494400083290275,0.004193579435768124,0.21413138590067504,0.04349451446025928
306,1904,-0.0013219537490535241,0.0038859394489661296,0.21413138590067504,0.04349451446025928
307,1904,-0.0004684358298099697,0.004782671710680789,0.21413138590067504,0.04349451446025928
308,1904,0.0034980574755546874,0.002082159043855394,0.21413138590067504,0.04349451446025928
309,1904,0.006264141181527841,0.0030326898741073246,0.21413138590067504,0.04349451446025928
310,1904,0.0002849636281844069,0.0020241973093096687,0.21413138590067504,0.04349451446025928
311,1904,-0.004040475761016369,0.002150911511555403,0.21413138590067504,0.04349451446025928
312,1904,-0.0009815542221244108,0.002516433854735616,0.21413138590067504,0.04349451446025928
313,1904,0.0014493009554690638,0.0017021470500999856,0.21413138590067504,0.04349451446025928
314,1904,0.0031811147897809642,0.0013323331635518583,0.21413138590067504,0.04349451446025928
315,1904,-0.0008110078861439354,0.0008620099260042521,0.21413138590067504,0.04349451446025928
316,1904,0.0006479236789984705,0.0005749529370906129,0.21413138590067504,0.04349451446025928
317,1904,0.0010345922817926025,0.0005973511862120497,0.21413138590067504,0.04349451446025928
318,1904,0.0012300692219608205,0.0006229379990516726,0.21413138590067504,0.04349451446025928
319,1904,0.0011935812253990698,0.0006116413028541784,0.21413138590067504,0.04349451446025928
320,1904,0.00075474972724414,0.0005937917075944253,0.21413138590067504,0.04349451446025928
321,1904,0.0008906586371252648,0.0005992925893283945,0.21413138590067504,0.04349451446025928
322,1904,0.000994300829124762,0.000592965491941945,0.21413138590067504,0.04349451446025928
323,1904,0.0014166087338192297,0.000611707180748025,0.21413138590067504,0.04349451446025928
324,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
325,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
326,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
327,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
328,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
329,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
330,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
331,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
332,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
333,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
334,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
335,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
336,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
337,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
338,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
339,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
340,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
341,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
342,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
343,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
344,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
345,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
346,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
347,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
348,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
349,1904,0.0,0.0,0.21413138590067504,0.04349451446025928
